"gene.symbol","description","entrezgene"
"ATP6V1H","ATPase H+ transporting V1 subunit H [KO:K02144]","51606"
"ATP6AP1","ATPase H+ transporting accessory protein 1 [KO:K03662]","537"
"ATP6V0C","ATPase H+ transporting V0 subunit c [KO:K02155]","527"
"ATP6V0B","ATPase H+ transporting V0 subunit b [KO:K03661]","533"
"CTSK","cathepsin K [KO:K01371] [EC:3.4.22.38]","1513"
"ACP5","acid phosphatase 5, tartrate resistant [KO:K14379] [EC:3.1.3.2]","54"
"MMP1","matrix metallopeptidase 1 [KO:K01388] [EC:3.4.24.7]","4312"
"MMP3","matrix metallopeptidase 3 [KO:K01394] [EC:3.4.24.17]","4314"
"CSF2","colony stimulating factor 2 [KO:K05427]","1437"
"CCL5","C-C motif chemokine ligand 5 [KO:K12499]","6352"
"CCL3","C-C motif chemokine ligand 3 [KO:K05408]","6348"
"CCL3L1","C-C motif chemokine ligand 3 like 1 [KO:K05408]","6349"
"CCL3L3","C-C motif chemokine ligand 3 like 3 [KO:K05408]","414062"
"CCL20","C-C motif chemokine ligand 20 [KO:K14625]","6364"
"CXCL5","C-X-C motif chemokine ligand 5 [KO:K05506]","6374"
"CXCL6","C-X-C motif chemokine ligand 6 [KO:K05506]","6372"
"CXCL8","C-X-C motif chemokine ligand 8 [KO:K10030]","3576"
"CXCL12","C-X-C motif chemokine ligand 12 [KO:K10031]","6387"
"FLT1","fms related tyrosine kinase 1 [KO:K05096] [EC:2.7.10.1]","2321"
"ANGPT1","angiopoietin 1 [KO:K05465]","284"
"TEK","TEK receptor tyrosine kinase [KO:K05121] [EC:2.7.10.1]","7010"
"CXCL1","C-X-C motif chemokine ligand 1 [KO:K05505]","2919"
"C1QA","complement C1q A chain [KO:K03986]","712"
"C1QB","complement C1q B chain [KO:K03987]","713"
"C1QC","complement C1q C chain [KO:K03988]","714"
"C2","complement C2 [KO:K01332] [EC:3.4.21.43]","717"
"C4A","complement C4A (Rodgers blood group) [KO:K03989]","720"
"C4B","complement C4B (Chido blood group) [KO:K03989]","721"
"H2AFX","H2A histone family member X [KO:K11251]","3014"
"HIST2H2AC","histone cluster 2 H2A family member c [KO:K11251]","8338"
"HIST1H2AH","histone cluster 1 H2A family member h [KO:K11251]","85235"
"HIST1H2AA","histone cluster 1 H2A family member a [KO:K11251]","221613"
"HIST3H2A","histone cluster 3 H2A [KO:K11251]","92815"
"H2AFB3","H2A histone family member B3 [KO:K11251]","83740"
"HIST1H2AE","histone cluster 1 H2A family member e [KO:K11251]","3012"
"HIST1H2AB","histone cluster 1 H2A family member b [KO:K11251]","8335"
"H2AFY2","H2A histone family member Y2 [KO:K11251]","55506"
"H2AFY","H2A histone family member Y [KO:K11251]","9555"
"HIST2H2AA4","histone cluster 2 H2A family member a4 [KO:K11251]","723790"
"H2AFJ","H2A histone family member J [KO:K11251]","55766"
"H2AFB1","H2A histone family member B1 [KO:K11251]","474382"
"HIST1H2AM","histone cluster 1 H2A family member m [KO:K11251]","8336"
"HIST2H2AA3","histone cluster 2 H2A family member a3 [KO:K11251]","8337"
"HIST1H2AG","histone cluster 1 H2A family member g [KO:K11251]","8969"
"HIST2H2AB","histone cluster 2 H2A family member b [KO:K11251]","317772"
"H2AFV","H2A histone family member V [KO:K11251]","94239"
"HIST1H2AD","histone cluster 1 H2A family member d [KO:K11251]","3013"
"H2AFZ","H2A histone family member Z [KO:K11251]","3015"
"HIST1H2AK","histone cluster 1 H2A family member k [KO:K11251]","8330"
"HIST1H2AC","histone cluster 1 H2A family member c [KO:K11251]","8334"
"HIST1H2AI","histone cluster 1 H2A family member i [KO:K11251]","8329"
"HIST1H2AJ","histone cluster 1 H2A family member j [KO:K11251]","8331"
"HIST1H2AL","histone cluster 1 H2A family member l [KO:K11251]","8332"
"H2AFB2","H2A histone family member B2 [KO:K11251]","474381"
"HIST1H2BN","histone cluster 1 H2B family member n [KO:K11252]","8341"
"HIST1H2BH","histone cluster 1 H2B family member h [KO:K11252]","8345"
"HIST1H2BM","histone cluster 1 H2B family member m [KO:K11252]","8342"
"H2BFWT","H2B histone family member W, testis specific [KO:K11252]","158983"
"HIST1H2BA","histone cluster 1 H2B family member a [KO:K11252]","255626"
"HIST2H2BF","histone cluster 2 H2B family member f [KO:K11252]","440689"
"HIST1H2BO","histone cluster 1 H2B family member o [KO:K11252]","8348"
"HIST1H2BB","histone cluster 1 H2B family member b [KO:K11252]","3018"
"HIST1H2BG","histone cluster 1 H2B family member g [KO:K11252]","8339"
"HIST1H2BL","histone cluster 1 H2B family member l [KO:K11252]","8340"
"HIST1H2BC","histone cluster 1 H2B family member c [KO:K11252]","8347"
"HIST1H2BD","histone cluster 1 H2B family member d [KO:K11252]","3017"
"HIST1H2BE","histone cluster 1 H2B family member e [KO:K11252]","8344"
"HIST1H2BI","histone cluster 1 H2B family member i [KO:K11252]","8346"
"HIST2H2BE","histone cluster 2 H2B family member e [KO:K11252]","8349"
"HIST1H2BJ","histone cluster 1 H2B family member j [KO:K11252]","8970"
"HIST1H2BK","histone cluster 1 H2B family member k [KO:K11252]","85236"
"HIST3H2BB","histone cluster 3 H2B family member b [KO:K11252]","128312"
"HIST1H2BF","histone cluster 1 H2B family member f [KO:K11252]","8343"
"H2BFM","H2B histone family member M [KO:K11252]","286436"
"H3F3C","H3 histone family member 3C [KO:K11253]","440093"
"H3F3B","H3 histone family member 3B [KO:K11253]","3021"
"HIST1H3D","histone cluster 1 H3 family member d [KO:K11253]","8351"
"HIST1H3C","histone cluster 1 H3 family member c [KO:K11253]","8352"
"HIST1H3A","histone cluster 1 H3 family member a [KO:K11253]","8350"
"H3F3A","H3 histone family member 3A [KO:K11253]","3020"
"HIST3H3","histone cluster 3 H3 [KO:K11253]","8290"
"HIST2H3C","histone cluster 2 H3 family member c [KO:K11253]","126961"
"HIST2H3A","histone cluster 2 H3 family member a [KO:K11253]","333932"
"HIST2H3D","histone cluster 2 H3 family member d [KO:K11253]","653604"
"HIST1H3E","histone cluster 1 H3 family member e [KO:K11253]","8353"
"HIST1H3I","histone cluster 1 H3 family member i [KO:K11253]","8354"
"HIST1H3G","histone cluster 1 H3 family member g [KO:K11253]","8355"
"HIST1H3J","histone cluster 1 H3 family member j [KO:K11253]","8356"
"HIST1H3H","histone cluster 1 H3 family member h [KO:K11253]","8357"
"HIST1H3B","histone cluster 1 H3 family member b [KO:K11253]","8358"
"HIST1H3F","histone cluster 1 H3 family member f [KO:K11253]","8968"
"HIST4H4","histone cluster 4 H4 [KO:K11254]","121504"
"HIST2H4B","histone cluster 2 H4 family member b [KO:K11254]","554313"
"HIST1H4I","histone cluster 1 H4 family member i [KO:K11254]","8294"
"HIST1H4D","histone cluster 1 H4 family member d [KO:K11254]","8360"
"HIST1H4F","histone cluster 1 H4 family member f [KO:K11254]","8361"
"HIST1H4K","histone cluster 1 H4 family member k [KO:K11254]","8362"
"HIST1H4J","histone cluster 1 H4 family member j [KO:K11254]","8363"
"HIST1H4C","histone cluster 1 H4 family member c [KO:K11254]","8364"
"HIST1H4H","histone cluster 1 H4 family member h [KO:K11254]","8365"
"HIST1H4B","histone cluster 1 H4 family member b [KO:K11254]","8366"
"HIST1H4E","histone cluster 1 H4 family member e [KO:K11254]","8367"
"HIST1H4L","histone cluster 1 H4 family member l [KO:K11254]","8368"
"HIST2H4A","histone cluster 2 H4 family member a [KO:K11254]","8370"
"HIST1H4A","histone cluster 1 H4 family member a [KO:K11254]","8359"
"HIST1H4G","histone cluster 1 H4 family member g [KO:K11254]","8369"
"SNRPB","small nuclear ribonucleoprotein polypeptides B and B1 [KO:K11086]","6628"
"SNRPD1","small nuclear ribonucleoprotein D1 polypeptide [KO:K11087]","6632"
"SNRPD3","small nuclear ribonucleoprotein D3 polypeptide [KO:K11088]","6634"
"GRIN2A","glutamate ionotropic receptor NMDA type subunit 2A [KO:K05209]","2903"
"GRIN2B","glutamate ionotropic receptor NMDA type subunit 2B [KO:K05210]","2904"
"TRIM21","tripartite motif containing 21 [KO:K10651] [EC:2.3.2.27]","6737"
"RO60","Ro60, Y RNA binding protein [KO:K11089]","6738"
"SSB","Sjogren syndrome antigen B [KO:K11090]","6741"
"ACTN1","actinin alpha 1 [KO:K05699]","87"
"ACTN4","actinin alpha 4 [KO:K05699]","81"
"C1R","complement C1r [KO:K01330] [EC:3.4.21.41]","715"
"C1S","complement C1s [KO:K01331] [EC:3.4.21.42]","716"
"C3","complement C3 [KO:K03990]","718"
"C5","complement C5 [KO:K03994]","727"
"C6","complement C6 [KO:K03995]","729"
"C7","complement C7 [KO:K03996]","730"
"C8A","complement C8 alpha chain [KO:K03997]","731"
"C8B","complement C8 beta chain [KO:K03998]","732"
"C8G","complement C8 gamma chain [KO:K03999]","733"
"C9","complement C9 [KO:K04000]","735"
"CTSG","cathepsin G [KO:K01319] [EC:3.4.21.20]","1511"
"ELANE","elastase, neutrophil expressed [KO:K01327] [EC:3.4.21.37]","1991"
"FCGR1A","Fc fragment of IgG receptor Ia [KO:K06498]","2209"
"FCGR2A","Fc fragment of IgG receptor IIa [KO:K06472]","2212"
"FCGR3A","Fc fragment of IgG receptor IIIa [KO:K06463]","2214"
"FCGR3B","Fc fragment of IgG receptor IIIb [KO:K06463]","2215"
"TLR5","toll like receptor 5 [KO:K10168]","7100"
"NOD2","nucleotide binding oligomerization domain containing 2 [KO:K10165]","64127"
"IFNGR1","interferon gamma receptor 1 [KO:K05132]","3459"
"IFNGR2","interferon gamma receptor 2 [KO:K05133]","3460"
"STAT1","signal transducer and activator of transcription 1 [KO:K11220]","6772"
"TBX21","T-box 21 [KO:K10166]","30009"
"IL12RB2","interleukin 12 receptor subunit beta 2 [KO:K05064]","3595"
"IL12RB1","interleukin 12 receptor subunit beta 1 [KO:K05063]","3594"
"STAT4","signal transducer and activator of transcription 4 [KO:K11222]","6775"
"IL18R1","interleukin 18 receptor 1 [KO:K05173]","8809"
"IL18RAP","interleukin 18 receptor accessory protein [KO:K05174]","8807"
"SMAD2","SMAD family member 2 [KO:K04500]","4087"
"SMAD3","SMAD family member 3 [KO:K04500]","4088"
"STAT3","signal transducer and activator of transcription 3 [KO:K04692]","6774"
"IL21","interleukin 21 [KO:K05434]","59067"
"IL21R","interleukin 21 receptor [KO:K05075]","50615"
"IL23R","interleukin 23 receptor [KO:K05065]","149233"
"RORC","RAR related orphan receptor C [KO:K08534]","6097"
"RORA","RAR related orphan receptor A [KO:K08532]","6095"
"FOXP3","forkhead box P3 [KO:K10163]","50943"
"IL17F","interleukin 17F [KO:K05494]","112744"
"IL22","interleukin 22 [KO:K05445]","50616"
"IL4R","interleukin 4 receptor [KO:K05071]","3566"
"STAT6","signal transducer and activator of transcription 6 [KO:K11225]","6778"
"IL13","interleukin 13 [KO:K05435]","3596"
"MAF","MAF bZIP transcription factor [KO:K09035]","4094"
"NFATC1","nuclear factor of activated T cells 1 [KO:K04446]","4772"
"GATA3","GATA binding protein 3 [KO:K17895]","2625"
"IFNA1","interferon alpha 1 [KO:K05414]","3439"
"IFNA2","interferon alpha 2 [KO:K05414]","3440"
"IFNA4","interferon alpha 4 [KO:K05414]","3441"
"IFNA5","interferon alpha 5 [KO:K05414]","3442"
"IFNA6","interferon alpha 6 [KO:K05414]","3443"
"IFNA7","interferon alpha 7 [KO:K05414]","3444"
"IFNA8","interferon alpha 8 [KO:K05414]","3445"
"IFNA10","interferon alpha 10 [KO:K05414]","3446"
"IFNA13","interferon alpha 13 [KO:K05414]","3447"
"IFNA14","interferon alpha 14 [KO:K05414]","3448"
"IFNA16","interferon alpha 16 [KO:K05414]","3449"
"IFNA17","interferon alpha 17 [KO:K05414]","3451"
"IFNA21","interferon alpha 21 [KO:K05414]","3452"
"TPO","thyroid peroxidase [KO:K00431] [EC:1.11.1.8]","7173"
"TG","thyroglobulin [KO:K10809]","7038"
"TSHR","thyroid stimulating hormone receptor [KO:K04249]","7253"
"CGA","glycoprotein hormones, alpha polypeptide [KO:K08522]","1081"
"TSHB","thyroid stimulating hormone beta [KO:K05251]","7252"
"FCER1A","Fc fragment of IgE receptor Ia [KO:K08089]","2205"
"MS4A2","membrane spanning 4-domains A2 [KO:K08090]","2206"
"FCER1G","Fc fragment of IgE receptor Ig [KO:K07983]","2207"
"IL9","interleukin 9 [KO:K05432]","3578"
"CCL11","C-C motif chemokine ligand 11 [KO:K16597]","6356"
"IL3","interleukin 3 [KO:K04736]","3562"
"PRG2","proteoglycan 2, pro eosinophil major basic protein [KO:K10786]","5553"
"RNASE3","ribonuclease A family member 3 [KO:K10787] [EC:3.1.27.-]","6037"
"EPX","eosinophil peroxidase [KO:K10788] [EC:1.11.1.7]","8288"
"EGF","epidermal growth factor [KO:K04357]","1950"
"PDGFC","platelet derived growth factor C [KO:K05450]","56034"
"PDGFD","platelet derived growth factor D [KO:K05450]","80310"
"EGFR","epidermal growth factor receptor [KO:K04361] [EC:2.7.10.1]","1956"
"PDGFRA","platelet derived growth factor receptor alpha [KO:K04363] [EC:2.7.10.1]","5156"
"PDGFRB","platelet derived growth factor receptor beta [KO:K05089] [EC:2.7.10.1]","5159"
"GRB2","growth factor receptor bound protein 2 [KO:K04364]","2885"
"SOS1","SOS Ras/Rac guanine nucleotide exchange factor 1 [KO:K03099]","6654"
"SOS2","SOS Ras/Rho guanine nucleotide exchange factor 2 [KO:K03099]","6655"
"HRAS","HRas proto-oncogene, GTPase [KO:K02833]","3265"
"KRAS","KRAS proto-oncogene, GTPase [KO:K07827]","3845"
"NRAS","NRAS proto-oncogene, GTPase [KO:K07828]","4893"
"RAF1","Raf-1 proto-oncogene, serine/threonine kinase [KO:K04366] [EC:2.7.11.1]","5894"
"MAP2K1","mitogen-activated protein kinase kinase 1 [KO:K04368] [EC:2.7.12.2]","5604"
"MAP2K2","mitogen-activated protein kinase kinase 2 [KO:K04369] [EC:2.7.12.2]","5605"
"MAPK1","mitogen-activated protein kinase 1 [KO:K04371] [EC:2.7.11.24]","5594"
"MAPK3","mitogen-activated protein kinase 3 [KO:K04371] [EC:2.7.11.24]","5595"
"RALGDS","ral guanine nucleotide dissociation stimulator [KO:K08732]","5900"
"PLA2G4E","phospholipase A2 group IVE [KO:K16342] [EC:3.1.1.4]","123745"
"PLA2G4A","phospholipase A2 group IVA [KO:K16342] [EC:3.1.1.4]","5321"
"JMJD7-PLA2G4B","JMJD7-PLA2G4B readthrough [KO:K16342] [EC:3.1.1.4]","8681"
"PLA2G4B","phospholipase A2 group IVB [KO:K16342] [EC:3.1.1.4]","100137049"
"PLA2G4C","phospholipase A2 group IVC [KO:K16342] [EC:3.1.1.4]","8605"
"PLA2G4D","phospholipase A2 group IVD [KO:K16342] [EC:3.1.1.4]","283748"
"PLA2G4F","phospholipase A2 group IVF [KO:K16342] [EC:3.1.1.4]","255189"
"PDPK1","3-phosphoinositide dependent protein kinase 1 [KO:K06276] [EC:2.7.11.1]","5170"
"TSC1","TSC complex subunit 1 [KO:K07206]","7248"
"TSC2","TSC complex subunit 2 [KO:K07207]","7249"
"RHEB","Ras homolog, mTORC1 binding [KO:K07208]","6009"
"MTOR","mechanistic target of rapamycin kinase [KO:K07203] [EC:2.7.11.1]","2475"
"RPS6KB1","ribosomal protein S6 kinase B1 [KO:K04688] [EC:2.7.11.1]","6198"
"RPS6KB2","ribosomal protein S6 kinase B2 [KO:K04688] [EC:2.7.11.1]","6199"
"EIF4EBP1","eukaryotic translation initiation factor 4E binding protein 1 [KO:K07205]","1978"
"PIP5K1C","phosphatidylinositol-4-phosphate 5-kinase type 1 gamma [KO:K00889] [EC:2.7.1.68]","23396"
"PIP5K1A","phosphatidylinositol-4-phosphate 5-kinase type 1 alpha [KO:K00889] [EC:2.7.1.68]","8394"
"PIP5K1B","phosphatidylinositol-4-phosphate 5-kinase type 1 beta [KO:K00889] [EC:2.7.1.68]","8395"
"WAS","Wiskott-Aldrich syndrome [KO:K05747]","7454"
"WASL","Wiskott-Aldrich syndrome like [KO:K05747]","8976"
"WASF1","WAS protein family member 1 [KO:K05753]","8936"
"WASF2","WAS protein family member 2 [KO:K05748]","10163"
"WASF3","WAS protein family member 3 [KO:K06083]","10810"
"SP1","Sp1 transcription factor [KO:K04684]","6667"
"PLD1","phospholipase D1 [KO:K01115] [EC:3.1.4.4]","5337"
"PLD2","phospholipase D2 [KO:K01115] [EC:3.1.4.4]","5338"
"SLC5A7","solute carrier family 5 member 7 [KO:K14387]","60482"
"SLC44A1","solute carrier family 44 member 1 [KO:K06515]","23446"
"SLC44A4","solute carrier family 44 member 4 [KO:K15377]","80736"
"SLC44A5","solute carrier family 44 member 5 [KO:K15377]","204962"
"SLC44A2","solute carrier family 44 member 2 [KO:K15377]","57153"
"SLC44A3","solute carrier family 44 member 3 [KO:K15282]","126969"
"SLC22A1","solute carrier family 22 member 1 [KO:K08198]","6580"
"SLC22A2","solute carrier family 22 member 2 [KO:K08199]","6582"
"SLC22A3","solute carrier family 22 member 3 [KO:K08200]","6581"
"SLC22A5","solute carrier family 22 member 5 [KO:K08202]","6584"
"SLC22A4","solute carrier family 22 member 4 [KO:K08202]","6583"
"CHKA","choline kinase alpha [KO:K14156] [EC:2.7.1.82 2.7.1.32]","1119"
"CHKB","choline kinase beta [KO:K14156] [EC:2.7.1.82 2.7.1.32]","1120"
"HIF1A","hypoxia inducible factor 1 subunit alpha [KO:K08268]","3091"
"PCYT1B","phosphate cytidylyltransferase 1, choline, beta [KO:K00968] [EC:2.7.7.15]","9468"
"PCYT1A","phosphate cytidylyltransferase 1, choline, alpha [KO:K00968] [EC:2.7.7.15]","5130"
"CHPT1","choline phosphotransferase 1 [KO:K00994] [EC:2.7.8.2]","56994"
"PLCG1","phospholipase C gamma 1 [KO:K01116] [EC:3.1.4.11]","5335"
"PLPP1","phospholipid phosphatase 1 [KO:K01080] [EC:3.1.3.4]","8611"
"PLPP3","phospholipid phosphatase 3 [KO:K01080] [EC:3.1.3.4]","8613"
"PLPP2","phospholipid phosphatase 2 [KO:K01080] [EC:3.1.3.4]","8612"
"DGKZ","diacylglycerol kinase zeta [KO:K00901] [EC:2.7.1.107]","8525"
"DGKD","diacylglycerol kinase delta [KO:K00901] [EC:2.7.1.107]","8527"
"DGKI","diacylglycerol kinase iota [KO:K00901] [EC:2.7.1.107]","9162"
"DGKA","diacylglycerol kinase alpha [KO:K00901] [EC:2.7.1.107]","1606"
"DGKE","diacylglycerol kinase epsilon [KO:K00901] [EC:2.7.1.107]","8526"
"DGKB","diacylglycerol kinase beta [KO:K00901] [EC:2.7.1.107]","1607"
"DGKH","diacylglycerol kinase eta [KO:K00901] [EC:2.7.1.107]","160851"
"DGKG","diacylglycerol kinase gamma [KO:K00901] [EC:2.7.1.107]","1608"
"DGKQ","diacylglycerol kinase theta [KO:K00901] [EC:2.7.1.107]","1609"
"DGKK","diacylglycerol kinase kappa [KO:K00901] [EC:2.7.1.107]","139189"
"PRKCA","protein kinase C alpha [KO:K02677] [EC:2.7.11.13]","5578"
"PRKCB","protein kinase C beta [KO:K19662] [EC:2.7.11.13]","5579"
"PRKCG","protein kinase C gamma [KO:K19663] [EC:2.7.11.13]","5582"
"LYPLA1","lysophospholipase 1 [KO:K06128] [EC:3.1.1.5]","10434"
"GPCPD1","glycerophosphocholine phosphodiesterase 1 [KO:K18695] [EC:3.1.4.2]","56261"
"SLC2A1","solute carrier family 2 member 1 [KO:K07299]","6513"
"SLC2A2","solute carrier family 2 member 2 [KO:K07593]","6514"
"GCK","glucokinase [KO:K12407] [EC:2.7.1.2]","2645"
"PKM","pyruvate kinase M1/2 [KO:K00873] [EC:2.7.1.40]","5315"
"PDHA2","pyruvate dehydrogenase E1 alpha 2 subunit [KO:K00161] [EC:1.2.4.1]","5161"
"PDHA1","pyruvate dehydrogenase E1 alpha 1 subunit [KO:K00161] [EC:1.2.4.1]","5160"
"PDHB","pyruvate dehydrogenase E1 beta subunit [KO:K00162] [EC:1.2.4.1]","5162"
"PDK1","pyruvate dehydrogenase kinase 1 [KO:K12077] [EC:2.7.11.2]","5163"
"SLC1A5","solute carrier family 1 member 5 [KO:K05616]","6510"
"SIRT3","sirtuin 3 [KO:K11413] [EC:3.5.1.-]","23410"
"SLC16A3","solute carrier family 16 member 3 [KO:K08180]","9123"
"SIRT6","sirtuin 6 [KO:K11416] [EC:2.4.2.31]","51548"
"MYC","MYC proto-oncogene, bHLH transcription factor [KO:K04377]","4609"
"KIT","KIT proto-oncogene receptor tyrosine kinase [KO:K05091] [EC:2.7.10.1]","3815"
"MET","MET proto-oncogene, receptor tyrosine kinase [KO:K05099] [EC:2.7.10.1]","4233"
"RET","ret proto-oncogene [KO:K05126] [EC:2.7.10.1]","5979"
"ERBB2","erb-b2 receptor tyrosine kinase 2 [KO:K05083] [EC:2.7.10.1]","2064"
"NTRK1","neurotrophic receptor tyrosine kinase 1 [KO:K03176] [EC:2.7.10.1]","4914"
"NTRK3","neurotrophic receptor tyrosine kinase 3 [KO:K05101] [EC:2.7.10.1]","4916"
"FGFR1","fibroblast growth factor receptor 1 [KO:K04362] [EC:2.7.10.1]","2260"
"FGFR2","fibroblast growth factor receptor 2 [KO:K05093] [EC:2.7.10.1]","2263"
"FGFR3","fibroblast growth factor receptor 3 [KO:K05094] [EC:2.7.10.1]","2261"
"FLT3","fms related tyrosine kinase 3 [KO:K05092] [EC:2.7.10.1]","2322"
"GLS2","glutaminase 2 [KO:K01425] [EC:3.5.1.2]","27165"
"GLS","glutaminase [KO:K01425] [EC:3.5.1.2]","2744"
"G6PD","glucose-6-phosphate dehydrogenase [KO:K00036] [EC:1.1.1.363 1.1.1.49]","2539"
"HK3","hexokinase 3 [KO:K00844] [EC:2.7.1.1]","3101"
"HK1","hexokinase 1 [KO:K00844] [EC:2.7.1.1]","3098"
"HK2","hexokinase 2 [KO:K00844] [EC:2.7.1.1]","3099"
"HKDC1","hexokinase domain containing 1 [KO:K00844] [EC:2.7.1.1]","80201"
"PFKM","phosphofructokinase, muscle [KO:K00850] [EC:2.7.1.11]","5213"
"PFKP","phosphofructokinase, platelet [KO:K00850] [EC:2.7.1.11]","5214"
"PFKL","phosphofructokinase, liver type [KO:K00850] [EC:2.7.1.11]","5211"
"PGAM1","phosphoglycerate mutase 1 [KO:K01834] [EC:5.4.2.11]","5223"
"PGAM2","phosphoglycerate mutase 2 [KO:K01834] [EC:5.4.2.11]","5224"
"PGAM4","phosphoglycerate mutase family member 4 [KO:K01834] [EC:5.4.2.11]","441531"
"TIGAR","TP53 induced glycolysis regulatory phosphatase [KO:K14634] [EC:3.1.3.46]","57103"
"PTEN","phosphatase and tensin homolog [KO:K01110] [EC:3.1.3.67 3.1.3.48 3.1.3.16]","5728"
"SLC7A5","solute carrier family 7 member 5 [KO:K13780]","8140"
"IDH1","isocitrate dehydrogenase (NADP(+)) 1, cytosolic [KO:K00031] [EC:1.1.1.42]","3417"
"LDHA","lactate dehydrogenase A [KO:K00016] [EC:1.1.1.27]","3939"
"SCO2","SCO2, cytochrome c oxidase assembly protein [KO:K07152]","9997"
"CDX2","caudal type homeobox 2 [KO:K22234]","1045"
"MUC2","mucin 2, oligomeric mucus/gel-forming [KO:K10955]","4583"
